id,genero,roles_nucleo,cantidad_estudios,orientacion_software,anios_estudio,rol_ocupacional,grupo_ocupacional,anios_laborales,periodos_desempleo,tiempo_desempleo,cantidad_puestos_total,cantidad_empresas_total,movilidad,reporta_ingles,rango_habilidades,rango_herramientas,caracteres_descripcion
1026,0,1,20,0,31.5,Análisis,Funcionales,11.7,0,0,5,5,0.4,1,20 a 24,5 a 9,0
1027,1,1,5,1,0,Análisis,Funcionales,19,2,> 1 año,9,5,0.5,0,5 a 9,0,0
1028,1,1,3,1,6.5,Análisis,Funcionales,2.2,0,0,3,2,1.4,1,20 a 24,5 a 9,1392
1029,1,1,4,1,7.7,Análisis,Funcionales,16.5,1,1 a 3,12,9,0.7,1,25 o más,15 a 19,254
1030,0,1,2,0,10.8,Análisis,Funcionales,16.4,0,0,11,4,0.7,1,20 a 24,1 a 4,0
1031,1,1,1,0,3.9,Análisis,Funcionales,13.5,0,0,5,3,0.4,0,5 a 9,5 a 9,912
1032,1,1,2,1,12.9,Análisis,Funcionales,16.7,0,0,5,4,0.3,0,25 o más,20 a 24,0
1033,0,1,1,0,5.9,Análisis,Funcionales,7,2,> 1 año,5,3,0.7,0,0,0,0
1034,1,1,0,0,0,Calidad,Técnicos,10.7,1,7 a 12,5,5,0.5,0,0,0,0
1035,1,1,1,0,7.9,Calidad,Técnicos,10.1,2,> 1 año,4,4,0.4,0,10 a 14,1 a 4,0
1036,1,1,1,0,4.9,Calidad,Técnicos,10.3,0,0,2,2,0.2,1,20 a 24,10 a 14,322
1037,0,1,5,1,2.8,Calidad,Técnicos,15.8,3,7 a 12,8,7,0.5,0,15 a 19,1 a 4,0
1038,0,1,3,0,14.3,Calidad,Técnicos,9.7,0,0,6,5,0.6,0,15 a 19,1 a 4,0
1039,1,1,0,0,0,Calidad,Técnicos,5,0,0,2,1,0.4,0,20 a 24,5 a 9,561
1040,1,1,3,1,10.2,Calidad,Técnicos,16.7,1,> 1 año,4,4,0.2,1,20 a 24,10 a 14,469
1041,1,1,1,0,7.9,Calidad,Técnicos,13.7,1,1 a 3,3,3,0.2,1,10 a 14,5 a 9,521
1042,1,1,3,1,8.4,Calidad,Técnicos,12.8,1,> 1 año,3,3,0.2,0,20 a 24,5 a 9,0
1043,0,1,1,0,7.9,Calidad,Técnicos,3.4,0,0,1,1,0.3,0,5 a 9,1 a 4,694
1044,0,1,2,0,2.8,Calidad,Técnicos,8.7,0,0,14,13,1.6,0,0,0,0
1045,0,1,0,0,0,Calidad,Técnicos,0,0,0,1,1,,0,0,0,0
1046,1,1,2,0,8.8,Calidad,Técnicos,12.4,0,0,4,4,0.3,1,20 a 24,5 a 9,757
1047,1,1,2,1,19.8,Calidad,Técnicos,15.2,0,0,7,7,0.5,1,20 a 24,5 a 9,875
1048,1,1,0,0,0,Calidad,Técnicos,17.7,0,0,1,1,0.1,0,0,0,0
1049,0,1,0,0,0,Calidad,Técnicos,10.3,1,1 a 3,4,3,0.4,0,0,0,0
1050,0,1,2,0,0,Calidad,Técnicos,10.7,0,0,8,8,0.7,0,0,0,0
1051,1,1,1,0,4,Calidad,Técnicos,2.7,1,7 a 12,3,3,1.1,0,25 o más,0,0
1052,0,1,1,1,7.9,Calidad,Técnicos,3.4,1,> 1 año,2,2,0.6,0,15 a 19,10 a 14,396
1053,0,1,3,0,3.8,Calidad,Técnicos,1.7,0,0,1,1,0.6,0,0,0,0
1054,1,1,0,0,0,Calidad,Técnicos,17.7,2,> 1 año,8,6,0.5,0,0,0,0
1055,0,1,5,1,14.8,Calidad,Técnicos,4.7,0,0,11,7,2.3,0,0,0,0
1056,1,1,2,0,0.9,Calidad,Técnicos,26.1,0,0,1,1,0,1,20 a 24,1 a 4,0
1057,0,1,2,0,8.8,Calidad,Técnicos,19.8,1,> 1 año,4,3,0.2,1,20 a 24,5 a 9,321
1058,1,1,0,0,0,Calidad,Técnicos,10.8,0,0,1,1,0.1,0,0,0,0
1059,1,1,3,1,5,Calidad,Técnicos,6.5,0,0,4,4,0.6,0,10 a 14,1 a 4,0
1060,0,1,2,0,7.8,Calidad,Técnicos,18.5,0,0,5,4,0.3,1,15 a 19,5 a 9,0
1061,1,1,5,0,0,Calidad,Técnicos,5.7,0,0,2,2,0.4,0,0,0,0
1062,0,1,1,1,8.9,Calidad,Técnicos,8.2,1,4 a 6,5,5,0.6,1,20 a 24,5 a 9,0
1063,1,1,1,0,1.1,Calidad,Técnicos,5.3,0,0,2,1,0.4,0,5 a 9,1 a 4,0
1064,1,1,1,0,0,Calidad,Técnicos,29.7,0,0,4,4,0.1,1,20 a 24,5 a 9,0
1065,1,1,2,1,4.7,Calidad,Técnicos,14.3,1,1 a 3,5,5,0.3,1,15 a 19,10 a 14,0
1066,1,1,1,0,3,Calidad,Técnicos,5.7,0,0,3,2,0.5,0,0,0,0
1067,0,1,1,0,7.9,Calidad,Técnicos,25.7,2,> 1 año,13,11,0.5,0,0,0,349
1068,1,1,1,0,0,Calidad,Técnicos,3.7,0,0,1,1,0.3,0,0,0,0
1069,1,1,1,1,5.9,Calidad,Técnicos,21.7,1,7 a 12,10,10,0.5,0,0,0,0
1070,1,1,2,0,9.8,Calidad,Técnicos,6.1,0,0,2,2,0.3,0,10 a 14,5 a 9,0
1071,1,1,1,0,4,Calidad,Técnicos,6.7,1,> 1 año,4,3,0.6,0,0,0,0
1072,0,1,1,1,3.9,Calidad,Técnicos,13.7,1,7 a 12,7,3,0.5,0,20 a 24,15 a 19,377
1073,1,1,5,1,7.8,Calidad,Técnicos,2.4,0,0,1,1,0.4,1,15 a 19,5 a 9,0
1074,1,1,6,0,17.5,Calidad,Técnicos,12.9,1,1 a 3,6,6,0.5,1,15 a 19,5 a 9,767
1075,0,1,0,0,0,Calidad,Técnicos,21.7,0,0,4,4,0.2,0,0,0,0
1076,1,1,5,1,5.8,Calidad,Técnicos,14.3,1,> 1 año,2,2,0.1,0,25 o más,1 a 4,267
1077,0,1,3,0,16.9,Calidad,Técnicos,26.7,0,0,10,10,0.4,1,20 a 24,0,0
1078,1,1,5,0,0,Calidad,Técnicos,5.7,0,0,2,2,0.4,0,0,0,0
1079,0,1,1,1,2.9,Calidad,Técnicos,43.7,3,> 1 año,7,7,0.2,1,15 a 19,1 a 4,0
1080,1,1,2,1,8.8,Calidad,Técnicos,20.3,0,0,5,5,0.2,0,20 a 24,10 a 14,0
1081,0,1,2,0,8.9,Calidad,Técnicos,21.5,2,4 a 6,6,4,0.3,1,20 a 24,5 a 9,0
1082,0,1,3,0,6.8,Calidad,Técnicos,6.7,0,0,3,3,0.4,0,5 a 9,0,0
1083,1,1,3,0,8.8,Calidad,Técnicos,3.7,0,0,4,3,1.1,1,20 a 24,5 a 9,781
1084,0,1,4,1,12.7,Calidad,Técnicos,27.7,2,> 1 año,8,7,0.3,0,0,0,0
1085,1,1,0,0,0,Calidad,Técnicos,44.7,4,> 1 año,8,8,0.2,0,0,0,0
1086,0,1,2,1,0,Calidad,Técnicos,15.6,4,> 1 año,8,8,0.5,1,20 a 24,10 a 14,0
1087,1,1,3,1,4,Calidad,Técnicos,1.7,0,0,1,1,0.6,0,0,0,0
1088,0,1,0,0,0,Calidad,Técnicos,11.4,1,4 a 6,4,2,0.4,0,10 a 14,5 a 9,0
1089,0,1,1,0,0,Calidad,Técnicos,6.5,0,0,8,8,1.2,0,15 a 19,5 a 9,0
1090,1,1,0,0,0,Calidad,Técnicos,15.6,1,> 1 año,6,3,0.4,0,5 a 9,1 a 4,0
1091,1,1,1,1,0,Calidad,Técnicos,11.8,1,> 1 año,8,7,0.7,1,20 a 24,10 a 14,1869
1092,0,1,1,0,4,Calidad,Técnicos,12.7,1,> 1 año,4,3,0.3,1,20 a 24,10 a 14,0
1093,1,1,2,0,11.8,Calidad,Técnicos,23.7,1,1 a 3,10,5,0.4,0,0,0,0
1094,0,1,1,1,10.9,Calidad,Técnicos,8.8,0,0,2,1,0.2,1,15 a 19,5 a 9,0
1095,0,1,0,0,0,Calidad,Técnicos,15.8,0,0,4,4,0.3,0,5 a 9,5 a 9,0
1096,1,1,1,0,0,Calidad,Técnicos,2.6,1,1 a 3,2,2,0.8,1,20 a 24,10 a 14,425
1097,0,1,4,1,6.9,Calidad,Técnicos,8.7,1,> 1 año,6,5,0.7,0,0,0,0
1098,0,1,1,1,3.9,Calidad,Técnicos,6.7,0,0,3,3,0.4,0,15 a 19,1 a 4,452
1099,1,1,10,1,23.3,Calidad,Técnicos,18.7,1,1 a 3,10,10,0.5,1,20 a 24,10 a 14,0
1100,1,1,1,0,0,Calidad,Técnicos,17,0,0,6,5,0.4,1,20 a 24,15 a 19,0
1101,0,1,1,1,0,Calidad,Técnicos,9.3,0,0,6,4,0.6,1,20 a 24,5 a 9,677
1102,1,1,0,0,0,Calidad,Técnicos,5.2,0,0,2,2,0.4,1,20 a 24,1 a 4,711
1103,1,1,1,1,3.9,Calidad,Técnicos,11.5,0,0,6,5,0.5,1,20 a 24,5 a 9,423
1104,0,1,2,1,10.8,Calidad,Técnicos,18.7,0,0,6,6,0.3,1,25 o más,15 a 19,0
1105,0,1,2,1,2.9,Calidad,Técnicos,5,1,> 1 año,5,4,1,0,5 a 9,5 a 9,0
1106,0,1,0,0,0,Calidad,Técnicos,1,1,1 a 3,1,1,1,0,5 a 9,5 a 9,0
1107,1,1,0,0,0,Calidad,Técnicos,0,1,> 1 año,3,2,,0,15 a 19,5 a 9,0
1108,1,1,1,0,6.9,Calidad,Técnicos,16.7,0,0,5,5,0.3,1,20 a 24,5 a 9,1965
1109,0,1,0,0,0,Calidad,Técnicos,6.7,0,0,3,3,0.4,0,0,0,0
1110,0,1,1,1,0,Calidad,Técnicos,3.7,0,0,3,2,0.8,0,15 a 19,10 a 14,0
1111,0,1,5,0,10.2,Calidad,Técnicos,8.5,1,1 a 3,5,4,0.6,0,0,0,0
1112,0,1,2,0,0,Calidad,Técnicos,20.7,0,0,3,3,0.1,0,15 a 19,5 a 9,0
1113,1,1,1,0,11.9,Calidad,Técnicos,17.8,0,0,5,4,0.3,1,20 a 24,5 a 9,0
1114,0,1,5,0,0,Calidad,Técnicos,24.7,3,> 1 año,11,2,0.4,1,15 a 19,0,0
1115,0,1,0,0,0,Calidad,Técnicos,8.7,1,> 1 año,3,2,0.3,1,1 a 4,0,0
1116,1,1,0,0,0,Calidad,Técnicos,15.3,0,0,5,3,0.3,0,15 a 19,10 a 14,0
1117,1,1,1,0,5.9,Calidad,Técnicos,18.7,2,> 1 año,9,8,0.5,0,25 o más,0,0
1118,1,1,1,0,0,Calidad,Técnicos,12.7,0,0,1,1,0.1,1,10 a 14,1 a 4,0
1119,0,1,2,0,9.3,Calidad,Técnicos,4.7,0,0,3,3,0.6,0,20 a 24,1 a 4,466
1120,1,1,0,0,0,Calidad,Técnicos,13.4,0,0,2,2,0.1,0,0,0,0
1121,0,1,3,0,8.7,Calidad,Técnicos,11.7,2,> 1 año,7,5,0.6,1,20 a 24,1 a 4,610
1122,0,1,2,0,0,Calidad,Técnicos,0,0,0,2,1,,0,0,0,0
1123,1,1,6,0,6.8,Calidad,Técnicos,10.7,0,0,4,4,0.4,0,0,0,0
1124,0,1,2,1,5,Calidad,Técnicos,1,1,1 a 3,1,1,1,0,0,0,0
1125,0,1,0,0,0,Calidad,Técnicos,2.6,1,1 a 3,3,3,1.2,1,15 a 19,10 a 14,620
1126,0,1,2,0,8.9,Calidad,Técnicos,9.7,2,> 1 año,6,4,0.6,0,0,0,0
1127,1,1,1,0,6.9,Calidad,Técnicos,4.7,1,7 a 12,3,1,0.6,0,0,0,0
1128,1,1,0,0,0,Calidad,Técnicos,3.7,0,0,1,1,0.3,0,0,0,0
1129,1,1,7,1,4.8,Calidad,Técnicos,32.7,2,> 1 año,8,8,0.2,0,0,0,0
1130,1,1,4,0,4.2,Calidad,Técnicos,26.6,1,1 a 3,9,6,0.3,0,5 a 9,1 a 4,0
1131,1,1,0,0,0,Calidad,Técnicos,8,1,> 1 año,3,2,0.4,0,25 o más,0,0
1132,0,1,1,1,4.9,Calidad,Técnicos,30.7,2,> 1 año,14,9,0.5,0,10 a 14,1 a 4,0
1133,0,1,1,0,7.9,Calidad,Técnicos,7.1,1,> 1 año,2,2,0.3,1,5 a 9,1 a 4,0
1134,0,1,1,0,8.9,Calidad,Técnicos,3.8,0,0,2,1,0.5,1,5 a 9,1 a 4,0
1135,0,1,0,0,0,Calidad,Técnicos,13.7,2,> 1 año,4,4,0.3,1,15 a 19,5 a 9,407
1136,0,1,7,1,5,Calidad,Técnicos,0,0,0,4,2,,0,20 a 24,1 a 4,1532
1137,1,1,2,1,4,Calidad,Técnicos,2.7,0,0,2,1,0.7,0,10 a 14,5 a 9,266
1138,0,1,5,0,0,Calidad,Técnicos,0,0,0,1,1,,0,5 a 9,0,0
1139,1,1,0,0,0,Calidad,Técnicos,12.7,0,0,2,2,0.2,0,0,0,0
1140,0,1,1,0,10.7,Calidad,Técnicos,7.6,0,0,6,5,0.8,1,20 a 24,5 a 9,0
1141,0,1,2,1,9.8,Calidad,Técnicos,10.7,0,0,4,4,0.4,0,0,0,0
1142,0,1,1,1,0,Calidad,Técnicos,11.1,1,> 1 año,4,2,0.4,0,20 a 24,5 a 9,643
1143,1,1,2,1,1.8,Calidad,Técnicos,5.9,0,0,3,3,0.5,0,10 a 14,1 a 4,0
1144,1,1,1,1,2.9,Calidad,Técnicos,5.3,0,0,3,2,0.6,1,5 a 9,5 a 9,0
1145,1,1,3,0,0.1,Calidad,Técnicos,16.3,1,1 a 3,5,3,0.3,1,20 a 24,1 a 4,0
1146,1,1,2,0,3.8,Calidad,Técnicos,16.8,1,4 a 6,4,4,0.2,0,15 a 19,1 a 4,2346
1147,0,1,8,1,5,Calidad,Técnicos,14.7,1,7 a 12,5,5,0.3,0,20 a 24,5 a 9,0
1148,0,1,1,0,0,Calidad,Técnicos,14,4,> 1 año,5,5,0.4,0,5 a 9,1 a 4,0
1149,1,1,2,0,6.9,Calidad,Técnicos,1.7,0,0,1,1,0.6,0,10 a 14,5 a 9,0
1150,1,1,1,1,7.9,Calidad,Técnicos,5.6,0,0,2,2,0.4,0,20 a 24,15 a 19,0
1151,1,1,9,0,5.1,Calidad,Técnicos,12.3,2,> 1 año,9,2,0.7,1,5 a 9,1 a 4,0
1152,1,1,7,1,8.6,Calidad,Técnicos,10.7,0,0,4,3,0.4,0,20 a 24,1 a 4,0
1153,1,1,1,1,6.9,Calidad,Técnicos,14.7,2,> 1 año,8,7,0.5,0,0,0,0
1154,1,1,1,1,12.9,Calidad,Técnicos,0,0,0,2,1,,0,10 a 14,5 a 9,1024
1155,1,1,0,0,0,Calidad,Técnicos,6.7,0,0,2,2,0.3,1,15 a 19,5 a 9,143
1156,0,1,1,1,9.9,Calidad,Técnicos,33.7,0,0,4,4,0.1,0,10 a 14,1 a 4,0
1157,1,1,3,0,1.9,Calidad,Técnicos,4.4,0,0,4,4,0.9,0,1 a 4,0,0
1158,0,1,2,1,2.9,Calidad,Técnicos,10.7,0,0,3,3,0.3,0,10 a 14,1 a 4,411
1159,1,1,1,1,10.9,Calidad,Técnicos,14.7,0,0,7,6,0.5,0,20 a 24,5 a 9,0
1160,1,1,1,0,6.9,Calidad,Técnicos,8.7,1,> 1 año,3,3,0.3,1,1 a 4,1 a 4,283
1161,0,1,4,0,3.7,Calidad,Técnicos,7.2,1,1 a 3,5,5,0.7,0,20 a 24,1 a 4,0
1162,1,1,1,0,1.9,Calidad,Técnicos,11.4,0,0,5,4,0.4,0,20 a 24,10 a 14,1222
1163,0,1,1,1,6.9,Calidad,Técnicos,11.7,2,> 1 año,6,5,0.5,0,20 a 24,1 a 4,2054
1164,1,1,4,1,1,Calidad,Técnicos,9,0,0,4,2,0.4,0,20 a 24,5 a 9,409
1165,0,1,3,0,5.8,Calidad,Técnicos,9.9,1,1 a 3,7,7,0.7,0,20 a 24,10 a 14,741
1166,1,1,0,0,0,Calidad,Técnicos,5.3,2,> 1 año,4,4,0.8,1,1 a 4,1 a 4,0
1167,1,1,1,1,0,Calidad,Técnicos,12.9,2,> 1 año,5,5,0.4,0,15 a 19,1 a 4,0
1168,1,1,0,0,0,Calidad,Técnicos,38.8,2,> 1 año,6,4,0.2,1,10 a 14,0,0
1169,1,1,0,0,0,Calidad,Técnicos,10.3,1,> 1 año,2,2,0.2,1,5 a 9,5 a 9,0
1170,1,1,0,0,0,Calidad,Técnicos,3.7,0,0,1,1,0.3,0,20 a 24,10 a 14,1040
1171,1,1,1,0,0.9,Calidad,Técnicos,30.6,0,0,7,6,0.2,0,20 a 24,10 a 14,0
1172,1,1,0,0,0,Calidad,Técnicos,27,2,1 a 3,8,5,0.3,1,20 a 24,1 a 4,0
1173,0,1,3,0,6.7,Calidad,Técnicos,15.7,1,> 1 año,6,6,0.4,0,15 a 19,5 a 9,285
1174,1,1,1,0,12.9,Calidad,Técnicos,18.7,1,1 a 3,12,12,0.6,0,20 a 24,10 a 14,0
1175,1,1,0,0,0,Calidad,Técnicos,23.8,2,> 1 año,6,6,0.3,1,5 a 9,0,0
1176,0,1,1,1,3.9,Calidad,Técnicos,8.3,2,4 a 6,6,5,0.7,0,20 a 24,5 a 9,0
1177,0,1,6,1,8.7,Calidad,Técnicos,5.7,0,0,3,3,0.5,0,5 a 9,0,508
1178,1,1,2,0,3.9,Calidad,Técnicos,16.7,0,0,7,2,0.4,1,20 a 24,1 a 4,0
1179,1,1,0,0,0,Calidad,Técnicos,10,3,> 1 año,10,8,1,1,20 a 24,0,0
1180,0,1,5,1,0,Calidad,Técnicos,2.3,0,0,1,1,0.4,0,15 a 19,1 a 4,0
1181,1,1,2,1,5.9,Calidad,Técnicos,12.4,1,1 a 3,7,6,0.6,0,20 a 24,5 a 9,455
1182,1,1,2,1,11,Calidad,Técnicos,3.7,1,7 a 12,2,2,0.5,1,5 a 9,1 a 4,1319
1183,0,1,5,0,11.6,Calidad,Técnicos,18.5,2,> 1 año,12,12,0.6,1,5 a 9,0,1082
1184,0,1,2,1,9.8,Calidad,Técnicos,19,1,> 1 año,9,8,0.5,0,5 a 9,0,0
1185,1,1,2,1,5.8,Calidad,Técnicos,3.2,0,0,3,3,0.9,0,20 a 24,5 a 9,0
1186,1,1,1,0,6.9,Calidad,Técnicos,2.3,0,0,3,3,1.3,0,15 a 19,10 a 14,0
1187,1,1,2,1,10.8,Calidad,Técnicos,22.6,2,> 1 año,8,8,0.4,1,10 a 14,5 a 9,429
1188,0,1,1,1,2.9,Calidad,Técnicos,9.7,0,0,4,4,0.4,1,20 a 24,5 a 9,336
1189,0,1,3,0,4.7,Calidad,Técnicos,31.7,3,> 1 año,6,6,0.2,0,15 a 19,5 a 9,492
1190,1,1,1,1,0.9,Calidad,Técnicos,10.7,0,0,3,3,0.3,0,20 a 24,10 a 14,898
1191,1,1,0,0,0,Calidad,Técnicos,8.8,2,> 1 año,7,4,0.8,0,5 a 9,0,0
1192,0,1,2,0,3.9,Calidad,Técnicos,17.7,1,7 a 12,7,5,0.4,0,5 a 9,1 a 4,0
1193,1,1,1,1,2.9,Calidad,Técnicos,11.3,3,> 1 año,4,4,0.4,0,15 a 19,5 a 9,0
1194,0,1,1,0,3,Calidad,Técnicos,11.7,1,7 a 12,5,5,0.4,0,20 a 24,1 a 4,456
1195,1,1,1,1,5.7,Calidad,Técnicos,2.8,1,1 a 3,2,2,0.7,1,20 a 24,5 a 9,928
1196,0,1,7,1,11.4,Calidad,Técnicos,10.7,2,> 1 año,7,5,0.7,0,15 a 19,5 a 9,283
1197,1,1,1,0,3.9,Calidad,Técnicos,12.8,3,> 1 año,5,5,0.4,1,10 a 14,1 a 4,0
1198,0,1,4,0,0,Calidad,Técnicos,14.7,2,> 1 año,5,5,0.3,0,5 a 9,0,274
1199,1,1,2,0,3.8,Calidad,Técnicos,2.7,0,0,1,1,0.4,0,5 a 9,1 a 4,0
1200,1,1,4,0,4.7,Calidad,Técnicos,9.7,1,7 a 12,6,6,0.6,0,5 a 9,0,355
1201,1,1,2,1,16.8,Calidad,Técnicos,18.7,0,0,7,7,0.4,0,20 a 24,5 a 9,411
1202,0,1,1,1,6.9,Calidad,Técnicos,19.3,2,> 1 año,7,5,0.4,1,5 a 9,1 a 4,0
1203,1,1,2,1,6.9,Calidad,Técnicos,6.3,1,> 1 año,2,2,0.3,0,20 a 24,5 a 9,0
1204,0,1,2,1,2.9,Calidad,Técnicos,6.7,0,0,4,1,0.6,0,15 a 19,1 a 4,0
1205,1,1,4,0,0,Calidad,Técnicos,21.7,1,7 a 12,5,5,0.2,0,5 a 9,0,0
1206,1,1,2,1,5.9,Calidad,Técnicos,18.7,3,> 1 año,6,6,0.3,0,25 o más,1 a 4,0
1207,0,1,2,0,0,Calidad,Técnicos,16.7,0,0,5,5,0.3,1,15 a 19,5 a 9,0
1208,1,1,4,1,13.4,Calidad,Técnicos,5.3,0,0,2,2,0.4,0,15 a 19,15 a 19,698
1209,0,1,10,1,9.4,Calidad,Técnicos,8.3,0,0,10,8,1.2,1,20 a 24,1 a 4,862
1210,0,1,2,0,4,Calidad,Técnicos,6.7,1,7 a 12,4,4,0.6,1,25 o más,15 a 19,463
1211,0,1,1,0,17.9,Calidad,Técnicos,16.7,0,0,4,3,0.2,0,10 a 14,5 a 9,0
1212,1,1,2,0,3,Calidad,Técnicos,10.7,1,> 1 año,5,4,0.5,0,10 a 14,1 a 4,0
1213,0,1,0,0,0,Calidad,Técnicos,2,1,> 1 año,7,5,3.5,0,5 a 9,1 a 4,0
1214,1,1,2,0,5,Calidad,Técnicos,2,1,> 1 año,2,2,1,0,5 a 9,1 a 4,491
1215,1,1,1,1,6.9,Calidad,Técnicos,18.1,0,0,1,1,0.1,0,5 a 9,1 a 4,0
1216,1,1,1,0,5.9,Calidad,Técnicos,7.7,2,7 a 12,4,4,0.5,1,20 a 24,1 a 4,305
1217,0,1,0,0,0,Calidad,Técnicos,2.2,0,0,1,1,0.5,0,5 a 9,1 a 4,0
1218,0,1,4,0,3,Calidad,Técnicos,14.7,2,> 1 año,5,5,0.3,0,5 a 9,0,356
1219,1,1,1,1,6,Calidad,Técnicos,2.3,0,0,1,1,0.4,0,20 a 24,10 a 14,219
1220,1,1,1,0,5.9,Calidad,Técnicos,23.5,2,1 a 3,7,6,0.3,0,25 o más,10 a 14,806
1221,1,1,0,0,0,Calidad,Técnicos,0.9,0,0,1,1,1.1,0,5 a 9,1 a 4,0
1222,1,1,3,1,2.9,Calidad,Técnicos,5.7,0,0,3,2,0.5,1,25 o más,20 a 24,0
1223,1,1,3,0,7,Calidad,Técnicos,11.7,1,7 a 12,4,4,0.3,0,20 a 24,5 a 9,206
1224,1,1,0,0,0,Calidad,Técnicos,4.3,0,0,2,1,0.5,0,15 a 19,5 a 9,0
1225,1,1,1,0,0.2,Calidad,Técnicos,6,2,> 1 año,3,3,0.5,1,20 a 24,5 a 9,0
1226,1,1,3,0,6.1,Calidad,Técnicos,5.8,3,> 1 año,5,4,0.9,1,20 a 24,1 a 4,114
1227,1,1,1,1,4.9,Calidad,Técnicos,45.7,1,7 a 12,9,9,0.2,1,25 o más,5 a 9,519
1228,1,1,1,1,11.9,Calidad,Técnicos,7,2,> 1 año,6,5,0.9,0,20 a 24,5 a 9,0
1229,0,1,4,1,0.4,Calidad,Técnicos,8.8,1,> 1 año,3,3,0.3,1,5 a 9,1 a 4,0
1230,1,1,2,1,8.8,Calidad,Técnicos,13.7,0,0,5,2,0.4,0,15 a 19,5 a 9,267
1231,1,1,2,1,5.9,Calidad,Técnicos,10.7,1,> 1 año,7,7,0.7,1,20 a 24,1 a 4,2261
1232,0,1,4,0,6.7,Calidad,Técnicos,14.7,0,0,6,6,0.4,0,20 a 24,0,0
1233,0,1,4,0,1,Calidad,Técnicos,5.7,0,0,6,4,1.1,0,5 a 9,0,869
1234,0,1,1,0,0,Calidad,Técnicos,5.7,0,0,6,5,1.1,0,1 a 4,1 a 4,0
1235,1,1,2,1,2.9,Calidad,Técnicos,6.7,0,0,4,3,0.6,0,15 a 19,5 a 9,0
1236,1,1,1,1,3.9,Calidad,Técnicos,6.1,0,0,3,2,0.5,0,15 a 19,10 a 14,0
1237,1,1,3,0,13.8,Calidad,Técnicos,26.3,2,> 1 año,3,3,0.1,0,5 a 9,1 a 4,481
1238,1,1,6,0,4.6,Calidad,Técnicos,14.7,0,0,5,4,0.3,0,20 a 24,5 a 9,0
1239,1,1,1,1,2.9,Calidad,Técnicos,7.2,0,0,4,3,0.6,0,20 a 24,1 a 4,1639
1240,1,1,5,1,15.6,Calidad,Técnicos,9.7,1,> 1 año,5,3,0.5,1,20 a 24,10 a 14,679
1241,1,1,0,0,0,Calidad,Técnicos,6.6,1,> 1 año,3,3,0.5,0,0,0,0
1242,0,1,3,1,7.3,Calidad,Técnicos,5.8,1,> 1 año,2,2,0.3,0,0,0,0
1243,0,1,1,0,0.9,Calidad,Técnicos,8.7,2,> 1 año,4,4,0.5,0,0,0,381
1244,1,1,2,1,3,Calidad,Técnicos,6.8,0,0,3,3,0.4,0,20 a 24,1 a 4,1119
1245,1,1,2,1,2.9,Calidad,Técnicos,7.4,2,> 1 año,4,2,0.5,1,5 a 9,1 a 4,437
1246,1,1,3,1,6.8,Calidad,Técnicos,6.5,1,> 1 año,6,6,0.9,1,20 a 24,5 a 9,0
1247,0,1,1,1,5.9,Calidad,Técnicos,7.7,1,7 a 12,5,4,0.6,0,0,0,0
1248,1,1,1,0,2.9,Calidad,Técnicos,4.1,0,0,2,1,0.5,1,20 a 24,10 a 14,768
1249,0,1,0,0,0,Calidad,Técnicos,17.7,1,> 1 año,3,3,0.2,0,5 a 9,1 a 4,0
1250,0,1,3,0,10.7,Calidad,Técnicos,16.4,0,0,4,3,0.2,1,20 a 24,5 a 9,0
1251,1,1,1,0,3.9,Calidad,Técnicos,9.9,1,> 1 año,3,3,0.3,1,20 a 24,5 a 9,0
1252,1,1,4,1,9.8,Calidad,Técnicos,13.7,1,7 a 12,4,3,0.3,0,20 a 24,5 a 9,0
1253,0,1,1,0,5.7,Calidad,Técnicos,2.8,0,0,1,1,0.4,0,5 a 9,0,0
1254,0,1,1,1,5.9,Calidad,Técnicos,16.7,1,7 a 12,10,10,0.6,0,0,0,0
1255,1,1,4,0,10.3,Calidad,Técnicos,6,1,4 a 6,4,4,0.7,1,20 a 24,1 a 4,0
1256,0,1,3,0,9.9,Calidad,Técnicos,3.7,0,0,1,1,0.3,0,20 a 24,1 a 4,718
1257,0,1,5,0,2.9,Calidad,Técnicos,18,2,> 1 año,6,6,0.3,0,0,0,0
1258,0,1,1,0,0,Calidad,Técnicos,32.5,2,> 1 año,5,3,0.2,0,5 a 9,1 a 4,0
1259,0,1,0,0,0,Calidad,Técnicos,7.5,1,4 a 6,5,5,0.7,1,15 a 19,5 a 9,545
1260,0,1,1,0,0,Calidad,Técnicos,7.3,1,1 a 3,8,5,1.1,1,10 a 14,5 a 9,478
1261,1,1,1,1,12.9,Calidad,Técnicos,6,1,1 a 3,4,4,0.7,0,20 a 24,5 a 9,0
1262,0,1,1,0,5,Calidad,Técnicos,5.7,0,0,3,3,0.5,0,0,0,0
1263,1,1,0,0,0,Calidad,Técnicos,20.7,0,0,11,11,0.5,0,0,0,0
1264,0,1,7,1,0.9,Calidad,Técnicos,10.9,1,4 a 6,5,5,0.5,0,15 a 19,5 a 9,0
1265,1,1,9,0,6.9,Calidad,Técnicos,11.3,5,> 1 año,8,7,0.7,1,15 a 19,10 a 14,544
1266,0,1,0,0,0,Calidad,Técnicos,12.9,3,> 1 año,5,5,0.4,0,0,0,0
1267,1,1,2,1,3.9,Calidad,Técnicos,2.2,0,0,1,1,0.5,0,10 a 14,1 a 4,0
