id,genero,roles_nucleo,cantidad_estudios,orientacion_software,anios_estudio,rol_ocupacional,grupo_ocupacional,anios_laborales,periodos_desempleo,tiempo_desempleo,cantidad_puestos_total,cantidad_empresas_total,movilidad,reporta_ingles,rango_habilidades,rango_herramientas,caracteres_descripcion
3020,0,0,1,0,0,Dirección,Decisión y apoyo,31.7,0,0,1,1,0,0,0,0,696
3021,1,0,1,0,7.9,Dirección,Decisión y apoyo,23.5,3,4 a 6,9,9,0.4,1,20 a 24,0,0
3022,1,0,4,1,9.3,Dirección,Decisión y apoyo,19.6,0,0,13,8,0.7,1,15 a 19,10 a 14,0
3023,1,0,0,0,0,Dirección,Decisión y apoyo,17.7,0,0,9,9,0.5,0,25 o más,1 a 4,0
3024,1,0,3,1,14.8,Dirección,Decisión y apoyo,23.5,0,0,6,5,0.3,1,20 a 24,5 a 9,0
3025,1,0,1,0,4.9,Dirección,Decisión y apoyo,22,0,0,1,1,0,0,5 a 9,1 a 4,0
3026,1,0,1,1,7.9,Dirección,Decisión y apoyo,24.7,2,7 a 12,8,6,0.3,1,20 a 24,10 a 14,544
3027,1,0,6,1,16.6,Dirección,Decisión y apoyo,10,3,> 1 año,13,12,1.3,0,0,0,0
3028,1,0,2,1,4.9,Dirección,Decisión y apoyo,29.7,0,0,3,3,0.1,1,10 a 14,5 a 9,0
3029,1,0,0,0,0,Dirección,Decisión y apoyo,20.3,0,0,1,1,0,0,0,0,0
3030,1,0,3,0,11.8,Dirección,Decisión y apoyo,16.6,1,> 1 año,9,9,0.5,0,5 a 9,1 a 4,0
3031,1,0,3,0,14.7,Dirección,Decisión y apoyo,9.7,1,> 1 año,8,4,0.8,0,0,0,0
3032,1,0,2,0,9.8,Dirección,Decisión y apoyo,12,2,> 1 año,7,6,0.6,0,0,0,0
3033,1,0,2,0,6.8,Dirección,Decisión y apoyo,34,1,1 a 3,12,10,0.4,0,20 a 24,0,1269
3034,1,0,0,0,0,Dirección,Decisión y apoyo,25.7,1,> 1 año,6,4,0.2,0,0,0,0
3035,0,0,7,0,20.5,Dirección,Decisión y apoyo,18.5,1,> 1 año,8,5,0.4,1,20 a 24,0,0
3036,1,0,5,0,0,Dirección,Decisión y apoyo,0,0,0,1,1,,0,0,0,0
3037,1,0,3,0,15.7,Dirección,Decisión y apoyo,15.2,0,0,6,6,0.4,1,10 a 14,5 a 9,0
3038,1,0,1,0,8.9,Dirección,Decisión y apoyo,20.6,1,1 a 3,10,7,0.5,1,20 a 24,5 a 9,0
3039,1,0,2,0,13.8,Dirección,Decisión y apoyo,17.5,0,0,6,6,0.3,1,20 a 24,5 a 9,0
3040,1,0,2,0,6.8,Dirección,Decisión y apoyo,24.7,0,0,6,6,0.2,0,5 a 9,0,516
3041,1,0,12,0,12,Dirección,Decisión y apoyo,33.5,0,0,8,7,0.2,1,20 a 24,5 a 9,0
3042,1,0,0,0,0,Dirección,Decisión y apoyo,3.9,0,0,1,1,0.3,0,15 a 19,0,0
3043,1,0,3,0,5.8,Dirección,Decisión y apoyo,20.7,0,0,6,6,0.3,0,0,0,0
3044,1,0,0,0,0,Dirección,Decisión y apoyo,26.7,0,0,3,3,0.1,1,5 a 9,5 a 9,0
3045,0,0,5,1,10.4,Dirección,Decisión y apoyo,12,2,> 1 año,6,5,0.5,0,5 a 9,0,0
3046,0,0,3,0,6.8,Dirección,Decisión y apoyo,23.7,1,> 1 año,7,3,0.3,1,20 a 24,1 a 4,0
3047,1,0,0,0,0,Dirección,Decisión y apoyo,37.3,1,> 1 año,5,3,0.1,0,5 a 9,0,0
3048,1,0,6,0,6.1,Dirección,Decisión y apoyo,17.5,0,0,7,3,0.4,1,20 a 24,1 a 4,1667
3049,1,0,1,0,7.9,Dirección,Decisión y apoyo,15.7,1,> 1 año,5,2,0.3,0,0,0,0
3050,1,0,1,0,4.9,Dirección,Decisión y apoyo,23.2,0,0,7,4,0.3,1,20 a 24,1 a 4,572
3051,0,0,6,0,8.5,Dirección,Decisión y apoyo,23.7,2,> 1 año,8,6,0.3,1,20 a 24,0,1786
3052,1,0,4,0,20.9,Dirección,Decisión y apoyo,28.7,2,> 1 año,9,9,0.3,1,20 a 24,10 a 14,1515
3053,1,0,2,1,5.8,Dirección,Decisión y apoyo,23.7,0,0,21,13,0.9,1,25 o más,1 a 4,1594
3054,1,0,5,1,30.7,Dirección,Decisión y apoyo,26.7,0,0,12,12,0.4,1,20 a 24,5 a 9,0
3055,1,0,1,0,1.9,Dirección,Decisión y apoyo,14.4,1,7 a 12,7,5,0.5,1,20 a 24,10 a 14,1248
3056,1,0,1,0,5.9,Dirección,Decisión y apoyo,22.7,3,> 1 año,9,5,0.4,1,15 a 19,0,0
3057,1,0,1,1,12.9,Dirección,Decisión y apoyo,0,0,0,3,1,,0,0,0,0
3058,1,0,6,0,17,Dirección,Decisión y apoyo,18.3,1,7 a 12,8,8,0.4,1,20 a 24,0,0
3059,1,0,1,0,0,Dirección,Decisión y apoyo,1.7,0,0,3,1,1.8,0,0,0,0
3060,1,0,0,0,0,Dirección,Decisión y apoyo,25.7,0,0,1,1,0,0,0,0,0
3061,1,0,0,0,0,Dirección,Decisión y apoyo,20.7,0,0,1,1,0,0,0,0,0
3062,1,0,1,0,6.9,Dirección,Decisión y apoyo,23.7,2,> 1 año,6,5,0.3,0,20 a 24,0,1829
3063,0,0,0,0,0,Dirección,Decisión y apoyo,15.7,0,0,5,5,0.3,0,25 o más,5 a 9,0
3064,1,0,1,0,0.2,Dirección,Decisión y apoyo,15.8,1,1 a 3,6,4,0.4,0,20 a 24,10 a 14,0
3065,0,0,5,0,8.6,Dirección,Decisión y apoyo,18.7,0,0,7,7,0.4,0,25 o más,0,0
3066,1,0,1,0,4.9,Dirección,Decisión y apoyo,9.7,0,0,5,2,0.5,0,0,0,0
3067,0,0,0,0,0,Dirección,Decisión y apoyo,11.4,1,1 a 3,10,6,0.9,1,20 a 24,1 a 4,1718
3068,1,0,2,0,6.8,Dirección,Decisión y apoyo,4,2,> 1 año,6,3,1.5,0,0,0,0
3069,0,0,1,1,9.9,Dirección,Decisión y apoyo,18.7,1,> 1 año,4,2,0.2,0,0,0,0
3070,1,0,0,0,0,Dirección,Decisión y apoyo,34.7,0,0,2,2,0.1,0,0,0,0
3071,1,0,2,0,7.8,Dirección,Decisión y apoyo,25.8,0,0,7,2,0.3,0,20 a 24,1 a 4,371
3072,1,0,1,0,8.9,Dirección,Decisión y apoyo,27.8,0,0,8,5,0.3,0,20 a 24,5 a 9,0
3073,1,0,1,1,3.9,Dirección,Decisión y apoyo,34.7,1,7 a 12,12,10,0.3,1,15 a 19,5 a 9,1474
3074,1,0,2,0,5,Dirección,Decisión y apoyo,21,0,0,10,7,0.5,1,20 a 24,5 a 9,711
3075,1,0,0,0,0,Dirección,Decisión y apoyo,22.7,1,> 1 año,5,4,0.2,1,1 a 4,0,488
3076,1,0,5,0,0,Dirección,Decisión y apoyo,11.9,0,0,2,1,0.2,0,20 a 24,1 a 4,0
3077,1,0,10,0,16.5,Dirección,Decisión y apoyo,31.5,0,0,16,14,0.5,1,20 a 24,0,702
3078,1,0,1,0,0,Dirección,Decisión y apoyo,22.3,0,0,5,4,0.2,0,0,0,0
3079,1,0,0,0,0,Dirección,Decisión y apoyo,21.7,1,1 a 3,4,3,0.2,0,0,0,0
3080,1,0,1,1,12.9,Dirección,Decisión y apoyo,17.6,1,1 a 3,11,4,0.6,1,20 a 24,10 a 14,919
3081,1,0,1,1,2.9,Dirección,Decisión y apoyo,24.2,0,0,1,1,0,0,5 a 9,1 a 4,0
3082,1,0,1,0,4.9,Dirección,Decisión y apoyo,24.3,1,1 a 3,11,3,0.5,0,20 a 24,1 a 4,484
3083,0,0,2,0,4.9,Dirección,Decisión y apoyo,27.7,1,> 1 año,6,2,0.2,0,0,0,0
3084,1,0,2,1,5.8,Dirección,Decisión y apoyo,19,0,0,9,6,0.5,1,20 a 24,5 a 9,1455
3085,1,0,2,1,6.8,Dirección,Decisión y apoyo,15.3,0,0,6,4,0.4,0,20 a 24,5 a 9,979
3086,0,0,1,1,0,Dirección,Decisión y apoyo,16.7,0,0,3,3,0.2,0,0,0,0
3087,1,0,0,0,0,Dirección,Decisión y apoyo,5,2,> 1 año,7,5,1.4,0,25 o más,0,0
3088,1,0,3,0,7.8,Dirección,Decisión y apoyo,20.7,0,0,6,6,0.3,1,20 a 24,1 a 4,0
3089,0,0,3,0,8.7,Dirección,Decisión y apoyo,22.5,2,1 a 3,14,7,0.6,1,20 a 24,1 a 4,322
3090,1,0,5,0,10.8,Dirección,Decisión y apoyo,23.7,2,> 1 año,10,6,0.4,1,20 a 24,5 a 9,0
3091,0,0,6,0,24.9,Dirección,Decisión y apoyo,10.4,1,1 a 3,7,7,0.7,1,20 a 24,1 a 4,619
3092,1,0,3,0,0,Dirección,Decisión y apoyo,51.7,0,0,2,2,0,0,0,0,0
3093,0,0,0,0,0,Dirección,Decisión y apoyo,14.7,0,0,1,1,0.1,0,0,0,0
3094,1,0,5,1,8.7,Dirección,Decisión y apoyo,17.7,1,> 1 año,6,4,0.3,0,25 o más,0,0
3095,1,0,4,0,1.8,Dirección,Decisión y apoyo,38.6,0,0,8,5,0.2,0,0,0,483
3096,1,0,2,0,0.9,Dirección,Decisión y apoyo,7,1,> 1 año,4,2,0.6,0,0,0,0
3097,0,0,1,0,6.9,Dirección,Decisión y apoyo,28.7,1,7 a 12,8,5,0.3,1,20 a 24,1 a 4,964
3098,0,0,3,0,5.7,Dirección,Decisión y apoyo,9.5,0,0,5,2,0.5,0,5 a 9,1 a 4,0
3099,1,0,5,0,10.7,Dirección,Decisión y apoyo,20.3,1,1 a 3,10,3,0.5,1,10 a 14,0,601
3100,1,0,0,0,0,Dirección,Decisión y apoyo,35.5,0,0,4,3,0.1,0,10 a 14,1 a 4,0
3101,1,0,2,0,5.9,Dirección,Decisión y apoyo,28.7,0,0,2,2,0.1,0,10 a 14,0,0
3102,1,0,3,1,2.9,Dirección,Decisión y apoyo,28.7,1,> 1 año,10,8,0.3,0,0,0,0
3103,0,0,4,0,3.7,Dirección,Decisión y apoyo,14.7,0,0,13,7,0.9,0,15 a 19,1 a 4,1432
3104,1,0,1,0,3.9,Dirección,Decisión y apoyo,13,1,7 a 12,6,3,0.5,1,5 a 9,5 a 9,0
3105,1,0,4,0,7.9,Dirección,Decisión y apoyo,22.7,0,0,8,4,0.4,1,20 a 24,0,805
3106,0,0,0,0,0,Dirección,Decisión y apoyo,30.9,1,> 1 año,7,3,0.2,1,20 a 24,1 a 4,522
3107,1,0,3,1,8.8,Dirección,Decisión y apoyo,26,2,1 a 3,11,10,0.4,0,20 a 24,5 a 9,272
3108,1,0,3,1,5.8,Dirección,Decisión y apoyo,33.7,0,0,4,3,0.1,0,0,0,0
3109,1,0,2,1,10,Dirección,Decisión y apoyo,3.7,1,7 a 12,7,5,1.9,0,0,0,0
3110,1,0,2,1,22.8,Dirección,Decisión y apoyo,23.7,1,> 1 año,6,6,0.3,1,20 a 24,1 a 4,0
3111,0,0,1,1,0,Dirección,Decisión y apoyo,26.7,0,0,1,1,0,0,0,0,0
3112,1,0,1,1,4.9,Dirección,Decisión y apoyo,18.7,0,0,6,6,0.3,1,25 o más,10 a 14,339
3113,0,0,0,0,0,Dirección,Decisión y apoyo,16.7,1,1 a 3,6,5,0.4,1,20 a 24,5 a 9,444
3114,1,0,1,0,0,Dirección,Decisión y apoyo,14.7,0,0,1,1,0.1,0,0,0,0
3115,1,0,1,1,5.9,Dirección,Decisión y apoyo,7.6,0,0,4,1,0.5,1,20 a 24,10 a 14,1961
3116,1,0,2,1,7.8,Dirección,Decisión y apoyo,15.7,1,7 a 12,6,5,0.4,1,20 a 24,15 a 19,0
3117,1,0,0,0,0,Dirección,Decisión y apoyo,25.7,0,0,1,1,0,0,0,0,0
3118,1,0,3,0,13.8,Dirección,Decisión y apoyo,19.5,4,> 1 año,8,8,0.4,1,20 a 24,1 a 4,462
3119,1,0,2,0,2.8,Dirección,Decisión y apoyo,16.7,2,> 1 año,7,5,0.4,0,0,0,0
3120,1,0,0,0,0,Dirección,Decisión y apoyo,15.7,0,0,1,1,0.1,0,0,0,0
3121,1,0,3,1,3.9,Dirección,Decisión y apoyo,26.7,2,> 1 año,9,6,0.3,0,0,0,0
3122,1,0,6,1,0.4,Dirección,Decisión y apoyo,32.7,0,0,1,1,0,0,10 a 14,1 a 4,0
3123,1,1,1,0,5.7,Diseño,Funcionales,3,1,> 1 año,3,3,1,0,5 a 9,1 a 4,0
3124,0,1,1,0,0,Diseño,Funcionales,25.7,0,0,1,1,0,0,0,0,0
3125,0,1,0,0,0,Diseño,Funcionales,14.3,2,> 1 año,9,7,0.6,1,15 a 19,1 a 4,0
3126,0,1,3,0,18.8,Diseño,Funcionales,6.7,0,0,6,6,0.9,0,0,0,0
3127,0,1,4,0,7,Diseño,Funcionales,13.8,2,> 1 año,13,9,0.9,1,20 a 24,1 a 4,0
3128,0,1,1,0,0,Diseño,Funcionales,5.2,0,0,3,3,0.6,0,5 a 9,0,0
3129,0,1,1,0,5.9,Diseño,Funcionales,6.8,0,0,8,7,1.2,1,20 a 24,1 a 4,954
3130,1,1,3,0,9.8,Diseño,Funcionales,10.6,3,> 1 año,8,6,0.8,1,10 a 14,5 a 9,0
3131,1,1,1,0,5.9,Diseño,Funcionales,10.7,0,0,8,8,0.7,0,20 a 24,5 a 9,0
3132,0,1,8,1,14.9,Diseño,Funcionales,6,1,> 1 año,5,4,0.8,0,0,0,0
3133,0,1,4,0,6.4,Diseño,Funcionales,2.9,0,0,1,1,0.3,1,15 a 19,5 a 9,306
3134,0,1,3,0,7.9,Diseño,Funcionales,19.7,2,> 1 año,10,9,0.5,0,0,0,0
3135,1,1,10,0,16.7,Diseño,Funcionales,29.4,2,> 1 año,7,7,0.2,0,20 a 24,0,646
3136,0,1,7,0,13.1,Diseño,Funcionales,7.8,0,0,9,7,1.2,1,20 a 24,5 a 9,214
3137,1,1,1,0,4.9,Diseño,Funcionales,3.5,1,4 a 6,3,2,0.9,1,5 a 9,0,0
3138,0,1,2,0,11.8,Diseño,Funcionales,9.3,2,> 1 año,6,3,0.6,1,5 a 9,5 a 9,0
3139,0,1,1,0,5.8,Diseño,Funcionales,5.8,1,1 a 3,4,3,0.7,1,20 a 24,1 a 4,329
3140,0,1,5,0,5.8,Diseño,Funcionales,31.7,0,0,3,3,0.1,0,0,0,0
3141,1,1,1,0,0.9,Diseño,Funcionales,9.3,1,> 1 año,4,4,0.4,1,1 a 4,1 a 4,0
3142,1,1,0,0,0,Diseño,Funcionales,18.4,0,0,8,7,0.4,0,20 a 24,10 a 14,1351
3143,0,1,3,0,15.8,Diseño,Funcionales,14.7,2,> 1 año,7,6,0.5,0,0,0,0
3144,1,1,3,0,4.2,Diseño,Funcionales,19.4,4,> 1 año,7,5,0.4,1,20 a 24,5 a 9,479
3145,0,1,3,0,5.8,Diseño,Funcionales,13,1,> 1 año,7,6,0.5,1,25 o más,5 a 9,254
3146,0,1,4,0,8.3,Diseño,Funcionales,14.8,2,7 a 12,8,7,0.5,1,20 a 24,1 a 4,0
3147,1,1,1,0,7.9,Diseño,Funcionales,16.9,2,> 1 año,8,8,0.5,1,25 o más,1 a 4,519
3148,0,1,2,0,3.7,Diseño,Funcionales,12.8,1,7 a 12,7,6,0.5,1,20 a 24,5 a 9,0
3149,1,1,0,0,0,Diseño,Funcionales,14.1,2,4 a 6,7,7,0.5,1,20 a 24,10 a 14,0
3150,0,1,1,0,7.9,Diseño,Funcionales,13.3,1,> 1 año,7,7,0.5,1,20 a 24,5 a 9,0
3151,1,1,1,0,2.9,Diseño,Funcionales,18.7,1,4 a 6,7,6,0.4,1,20 a 24,10 a 14,382
3152,1,1,1,0,6.9,Diseño,Funcionales,5.9,1,> 1 año,4,2,0.7,0,5 a 9,1 a 4,0
3153,0,1,3,0,23.8,Diseño,Funcionales,5.9,2,> 1 año,6,6,1,1,5 a 9,1 a 4,457
3154,1,1,1,0,7.9,Diseño,Funcionales,22.7,0,0,10,10,0.4,1,20 a 24,1 a 4,677
3155,0,1,1,0,1,Diseño,Funcionales,2.3,0,0,2,2,0.9,0,10 a 14,5 a 9,0
3156,1,1,1,0,0,Diseño,Funcionales,3.3,0,0,3,1,0.9,0,10 a 14,1 a 4,312
3157,0,1,3,0,3.8,Diseño,Funcionales,7.7,0,0,3,2,0.4,1,20 a 24,10 a 14,474
3158,0,1,1,0,3.9,Diseño,Funcionales,15.7,3,> 1 año,7,7,0.4,0,5 a 9,1 a 4,0
3159,1,1,1,0,3.9,Diseño,Funcionales,15.7,2,> 1 año,7,5,0.4,0,20 a 24,1 a 4,1469
3160,0,1,3,0,12.6,Diseño,Funcionales,19.4,3,> 1 año,10,8,0.5,1,20 a 24,1 a 4,0
3161,1,1,2,0,4.9,Diseño,Funcionales,3.2,0,0,4,4,1.2,0,15 a 19,1 a 4,591
3162,1,1,1,0,0.9,Diseño,Funcionales,12.8,0,0,5,5,0.4,0,10 a 14,5 a 9,568
3163,1,1,0,0,0,Diseño,Funcionales,9.7,0,0,6,6,0.6,0,15 a 19,1 a 4,1172
3164,0,1,2,0,0,Diseño,Funcionales,5.9,0,0,5,5,0.8,0,20 a 24,1 a 4,1173
3165,1,1,2,1,10.8,Diseño,Funcionales,2.8,0,0,1,1,0.4,0,10 a 14,5 a 9,0
3166,1,1,5,0,0,Diseño,Funcionales,8.7,0,0,6,6,0.7,0,0,0,0
3167,0,1,3,0,8.8,Diseño,Funcionales,16.7,0,0,3,3,0.2,1,20 a 24,1 a 4,0
3168,1,1,1,1,4.9,Diseño,Funcionales,19.7,1,7 a 12,5,5,0.3,1,20 a 24,5 a 9,375
3169,1,1,2,0,13.8,Diseño,Funcionales,12.3,0,0,3,3,0.2,1,20 a 24,0,0
3170,0,1,4,0,9.6,Diseño,Funcionales,4,0,0,5,4,1.2,0,0,0,0
3171,1,1,3,1,13.7,Diseño,Funcionales,7.2,0,0,5,4,0.7,0,5 a 9,1 a 4,0
3172,1,1,6,0,12.9,Diseño,Funcionales,7.5,0,0,8,8,1.1,0,25 o más,10 a 14,457
3173,1,1,1,1,0.6,Diseño,Funcionales,3.3,1,7 a 12,2,2,0.6,1,25 o más,5 a 9,241
3174,1,1,0,0,0,Diseño,Funcionales,18.8,2,> 1 año,4,4,0.2,0,20 a 24,10 a 14,513
3175,0,1,5,0,7.1,Diseño,Funcionales,16.8,0,0,5,5,0.3,0,20 a 24,5 a 9,0
3176,1,1,3,0,23.7,Diseño,Funcionales,10.2,0,0,4,4,0.4,1,20 a 24,0,0
3177,0,1,1,0,11.9,Diseño,Funcionales,11.7,0,0,6,6,0.5,0,0,0,0
3178,1,1,2,0,4.9,Diseño,Funcionales,17.8,0,0,5,3,0.3,0,20 a 24,10 a 14,423
3179,1,1,2,0,12.8,Diseño,Funcionales,14.7,3,> 1 año,6,4,0.4,1,20 a 24,5 a 9,0
3180,1,1,1,0,5.9,Diseño,Funcionales,12.7,0,0,5,5,0.4,1,10 a 14,5 a 9,486
3181,0,1,1,0,5.9,Diseño,Funcionales,9.8,1,1 a 3,4,3,0.4,1,20 a 24,5 a 9,0
3182,0,1,5,0,7.8,Diseño,Funcionales,19.9,0,0,14,13,0.7,1,20 a 24,10 a 14,655
3183,0,1,1,0,5.8,Diseño,Funcionales,3.5,0,0,3,2,0.9,1,5 a 9,1 a 4,0
3184,1,1,5,0,12.8,Diseño,Funcionales,21.5,0,0,5,5,0.2,1,25 o más,20 a 24,391
3185,0,1,1,1,8.9,Diseño,Funcionales,17.7,1,7 a 12,4,2,0.2,0,20 a 24,10 a 14,0
3186,1,1,2,0,0.9,Diseño,Funcionales,10.7,1,7 a 12,6,6,0.6,0,20 a 24,1 a 4,0
3187,1,1,2,0,4.2,Diseño,Funcionales,3.4,1,1 a 3,5,4,1.5,0,10 a 14,1 a 4,295
3188,1,1,2,0,10.2,Diseño,Funcionales,19.4,3,> 1 año,10,10,0.5,1,25 o más,1 a 4,518
3189,0,1,9,0,11.8,Diseño,Funcionales,12.9,0,0,9,9,0.7,1,0,0,0
3190,1,1,1,0,5.9,Diseño,Funcionales,14.2,0,0,6,5,0.4,1,15 a 19,5 a 9,0
3191,0,1,2,0,3.9,Diseño,Funcionales,27.7,1,> 1 año,20,17,0.7,0,20 a 24,5 a 9,0
3192,0,1,1,0,5.9,Diseño,Funcionales,0,0,0,2,1,,0,0,0,0
3193,1,1,2,0,7.9,Diseño,Funcionales,19.7,0,0,4,3,0.2,1,10 a 14,5 a 9,0
3194,0,1,3,0,12.8,Diseño,Funcionales,6.7,2,> 1 año,5,5,0.7,1,15 a 19,5 a 9,208
3195,0,1,1,0,4.9,Diseño,Funcionales,5.7,0,0,6,4,1.1,0,20 a 24,10 a 14,0
3196,0,1,10,0,1,Diseño,Funcionales,12,4,> 1 año,9,7,0.8,0,20 a 24,5 a 9,765
3197,1,1,2,0,5.9,Diseño,Funcionales,6.4,0,0,6,5,0.9,0,5 a 9,5 a 9,0
3198,1,1,1,0,6.9,Diseño,Funcionales,13.7,0,0,9,9,0.7,1,15 a 19,1 a 4,0
3199,0,1,4,0,23.7,Diseño,Funcionales,7.7,1,> 1 año,7,5,0.9,1,20 a 24,5 a 9,772
3200,1,1,1,0,0,Diseño,Funcionales,18.7,0,0,6,5,0.3,1,20 a 24,5 a 9,815
3201,1,1,0,0,0,Diseño,Funcionales,12.4,0,0,1,1,0.1,0,0,0,0
3202,0,1,6,0,24.5,Diseño,Funcionales,9.9,0,0,7,7,0.7,0,20 a 24,5 a 9,357
3203,0,1,1,0,4.9,Diseño,Funcionales,13,0,0,3,1,0.2,0,5 a 9,0,454
3204,0,1,4,0,8.8,Diseño,Funcionales,13.5,2,> 1 año,21,14,1.6,1,20 a 24,1 a 4,288
3205,0,1,5,0,5.6,Diseño,Funcionales,17.7,1,7 a 12,8,7,0.5,0,10 a 14,0,0
3206,0,1,3,0,3.2,Diseño,Funcionales,4.7,0,0,1,1,0.2,0,10 a 14,1 a 4,0
3207,0,1,6,0,4.1,Diseño,Funcionales,11.5,0,0,9,9,0.8,1,10 a 14,1 a 4,502
3208,1,1,1,0,7.3,Diseño,Funcionales,3.2,0,0,3,2,0.9,1,20 a 24,10 a 14,574
3209,1,1,2,0,0.6,Diseño,Funcionales,2.4,0,0,2,1,0.8,0,15 a 19,10 a 14,292
3210,0,1,4,0,16.8,Diseño,Funcionales,13.7,0,0,16,9,1.2,1,20 a 24,10 a 14,677
3211,0,1,4,0,10.7,Diseño,Funcionales,14.7,4,> 1 año,7,7,0.5,1,5 a 9,5 a 9,0
3212,1,1,2,0,7.7,Diseño,Funcionales,10.5,1,7 a 12,5,5,0.5,1,20 a 24,15 a 19,718
3213,0,1,8,0,6.6,Diseño,Funcionales,6.7,0,0,5,4,0.7,0,15 a 19,5 a 9,396
3214,1,1,5,1,12.6,Diseño,Funcionales,15.5,2,4 a 6,10,8,0.6,1,20 a 24,5 a 9,504
3215,1,1,0,0,0,Diseño,Funcionales,9.6,0,0,7,6,0.7,0,20 a 24,1 a 4,1491
3216,1,1,1,0,0,Diseño,Funcionales,8.7,1,1 a 3,7,3,0.8,0,10 a 14,1 a 4,0
3217,0,1,0,0,0,Diseño,Funcionales,6.3,1,1 a 3,5,4,0.8,0,20 a 24,5 a 9,479
3218,1,1,1,1,0,Diseño,Funcionales,11.8,0,0,3,2,0.3,0,20 a 24,5 a 9,0
3219,0,1,5,0,4.8,Diseño,Funcionales,10,0,0,1,1,0.1,0,20 a 24,1 a 4,0
3220,1,1,6,0,7.8,Diseño,Funcionales,12.5,0,0,6,4,0.5,1,10 a 14,0,0
3221,0,1,1,0,3.9,Diseño,Funcionales,13.9,4,> 1 año,9,8,0.6,1,5 a 9,1 a 4,443
3222,0,1,3,0,9.2,Diseño,Funcionales,10.5,1,7 a 12,11,5,1,1,20 a 24,1 a 4,1989
3223,0,1,4,0,18.8,Diseño,Funcionales,10.7,0,0,8,6,0.7,1,15 a 19,1 a 4,632
3224,1,1,2,0,2.8,Diseño,Funcionales,11.3,1,7 a 12,6,6,0.5,1,20 a 24,5 a 9,0
3225,0,1,0,0,0,Diseño,Funcionales,2.5,0,0,2,2,0.8,1,5 a 9,1 a 4,0
3226,0,1,2,0,6.8,Diseño,Funcionales,20.7,2,> 1 año,5,5,0.2,0,0,0,0
3227,1,1,3,0,11.8,Diseño,Funcionales,18.7,1,> 1 año,10,10,0.5,1,20 a 24,1 a 4,381
3228,0,1,2,0,5.8,Diseño,Funcionales,27.7,1,7 a 12,15,14,0.5,0,0,0,0
3229,1,1,1,0,1.9,Diseño,Funcionales,13.7,1,> 1 año,7,6,0.5,0,0,0,0
3230,0,1,0,0,0,Diseño,Funcionales,4.9,0,0,3,3,0.6,0,0,0,0
3231,1,1,2,0,7.8,Diseño,Funcionales,8.3,2,7 a 12,8,5,1,1,20 a 24,5 a 9,0
3232,0,1,0,0,0,Diseño,Funcionales,4.2,0,0,4,2,1,1,20 a 24,1 a 4,0
3233,0,1,7,0,5.9,Diseño,Funcionales,7.6,0,0,4,3,0.5,0,20 a 24,10 a 14,614
3234,0,1,2,0,8.8,Diseño,Funcionales,9.7,2,> 1 año,4,4,0.4,1,15 a 19,5 a 9,775
3235,0,1,3,0,8.6,Diseño,Funcionales,6.5,1,7 a 12,5,5,0.8,0,20 a 24,1 a 4,661
3236,0,1,1,0,3.9,Diseño,Funcionales,9.4,0,0,4,4,0.4,0,10 a 14,5 a 9,0
3237,0,1,5,0,23.6,Diseño,Funcionales,8.5,0,0,4,2,0.5,1,15 a 19,5 a 9,0
3238,1,1,7,0,5.1,Diseño,Funcionales,13.7,0,0,5,5,0.4,0,20 a 24,5 a 9,0
3239,1,1,2,0,6.9,Diseño,Funcionales,13.1,0,0,6,4,0.5,0,1 a 4,1 a 4,0
3240,0,1,1,0,7.9,Diseño,Funcionales,18.7,1,> 1 año,8,7,0.4,1,20 a 24,5 a 9,458
3241,0,1,6,0,11.5,Diseño,Funcionales,12.4,0,0,9,8,0.7,0,20 a 24,5 a 9,0
3242,0,1,1,0,3.9,Diseño,Funcionales,23.7,0,0,4,4,0.2,0,25 o más,5 a 9,846
3243,1,1,4,0,7.1,Diseño,Funcionales,16,0,0,8,8,0.5,1,20 a 24,1 a 4,1163
3244,0,1,1,0,7.9,Diseño,Funcionales,20.7,0,0,10,8,0.5,0,5 a 9,0,0
3245,1,1,2,0,2,Diseño,Funcionales,8.7,1,7 a 12,5,5,0.6,0,0,0,0
3246,0,1,6,0,13,Diseño,Funcionales,9.7,0,0,5,5,0.5,0,20 a 24,1 a 4,294
3247,1,1,1,0,2.9,Diseño,Funcionales,8.8,0,0,8,8,0.9,0,5 a 9,1 a 4,0
3248,1,1,2,0,11.8,Diseño,Funcionales,10.7,0,0,4,4,0.4,1,20 a 24,5 a 9,0
3249,0,1,2,0,8.8,Diseño,Funcionales,4,0,0,3,3,0.8,0,10 a 14,1 a 4,0
3250,1,1,2,0,15.8,Diseño,Funcionales,20.7,0,0,10,10,0.5,0,0,0,0
3251,1,1,4,0,8.5,Diseño,Funcionales,6.9,3,> 1 año,6,6,0.9,1,20 a 24,1 a 4,502
3252,1,1,2,0,7.8,Diseño,Funcionales,10.2,0,0,7,7,0.7,1,15 a 19,5 a 9,813
3253,0,1,2,0,10.5,Diseño,Funcionales,20.5,4,7 a 12,12,10,0.6,1,20 a 24,1 a 4,645
3254,0,1,1,0,3.9,Gestión,Funcionales,16.8,5,> 1 año,16,10,1,1,10 a 14,0,0
3255,0,1,0,0,0,Gestión,Funcionales,18.1,0,0,4,3,0.2,0,1 a 4,1 a 4,0
3256,1,1,0,0,0,Gestión,Funcionales,0,0,0,5,2,,0,25 o más,5 a 9,241
